instance=81,n=200,m=50,d=3,type=B2
BinType:1 cost=412
Link210: itemNo1=6, itemNo2=98, cost=97
Link211: itemNo1=6, itemNo2=101, cost=59
Link212: itemNo1=6, itemNo2=107, cost=18
Link213: itemNo1=6, itemNo2=109, cost=90
Link214: itemNo1=6, itemNo2=115, cost=79
Link215: itemNo1=6, itemNo2=118, cost=8
Link216: itemNo1=6, itemNo2=120, cost=97
Link217: itemNo1=6, itemNo2=125, cost=29
Link218: itemNo1=6, itemNo2=128, cost=32
Link219: itemNo1=6, itemNo2=130, cost=49
Link220: itemNo1=6, itemNo2=145, cost=3
Link221: itemNo1=6, itemNo2=146, cost=10
Link222: itemNo1=6, itemNo2=147, cost=93
Link223: itemNo1=6, itemNo2=149, cost=94
Link224: itemNo1=6, itemNo2=151, cost=25
Link225: itemNo1=6, itemNo2=158, cost=71
Link226: itemNo1=6, itemNo2=160, cost=90
Link227: itemNo1=6, itemNo2=161, cost=77
Link228: itemNo1=6, itemNo2=163, cost=1
Link229: itemNo1=6, itemNo2=165, cost=42
Link230: itemNo1=6, itemNo2=166, cost=33
Link231: itemNo1=6, itemNo2=176, cost=6
Link232: itemNo1=6, itemNo2=180, cost=18
Link233: itemNo1=6, itemNo2=190, cost=37
Link234: itemNo1=6, itemNo2=194, cost=38
Link235: itemNo1=7, itemNo2=9, cost=86
Link236: itemNo1=7, itemNo2=11, cost=69
Link237: itemNo1=7, itemNo2=19, cost=38
Link238: itemNo1=7, itemNo2=20, cost=78
Link239: itemNo1=7, itemNo2=22, cost=10
Link240: itemNo1=7, itemNo2=26, cost=46
Link241: itemNo1=7, itemNo2=39, cost=80
Link242: itemNo1=7, itemNo2=43, cost=84
Link243: itemNo1=7, itemNo2=51, cost=31
Link244: itemNo1=7, itemNo2=53, cost=43
Link245: itemNo1=7, itemNo2=55, cost=4
Link246: itemNo1=7, itemNo2=65, cost=83
Link247: itemNo1=7, itemNo2=68, cost=53
Link248: itemNo1=7, itemNo2=77, cost=16
Link249: itemNo1=7, itemNo2=90, cost=12
Link250: itemNo1=7, itemNo2=93, cost=54
Link251: itemNo1=7, itemNo2=95, cost=92
Link252: itemNo1=7, itemNo2=109, cost=17
Link253: itemNo1=7, itemNo2=110, cost=46
Link254: itemNo1=7, itemNo2=118, cost=71
Link255: itemNo1=7, itemNo2=124, cost=12
Link256: itemNo1=7, itemNo2=127, cost=64
Link257: itemNo1=7, itemNo2=139, cost=63
Link258: itemNo1=7, itemNo2=145, cost=17
Link259: itemNo1=7, itemNo2=152, cost=39
Link260: itemNo1=7, itemNo2=156, cost=5
Link261: itemNo1=7, itemNo2=163, cost=15
Link262: itemNo1=7, itemNo2=173, cost=60
Link263: itemNo1=7, itemNo2=177, cost=94
Link264: itemNo1=7, itemNo2=180, cost=28
Link265: itemNo1=7, itemNo2=182, cost=19
Link266: itemNo1=7, itemNo2=183, cost=50
Link267: itemNo1=7, itemNo2=185, cost=15
Link268: itemNo1=7, itemNo2=186, cost=64
Link269: itemNo1=7, itemNo2=187, cost=92
Link270: itemNo1=7, itemNo2=198, cost=91
Link271: itemNo1=8, itemNo2=2, cost=78
Link272: itemNo1=8, itemNo2=3, cost=51
Link273: itemNo1=8, itemNo2=4, cost=72
Link274: itemNo1=8, itemNo2=7, cost=45
Link275: itemNo1=8, itemNo2=11, cost=50
Link276: itemNo1=8, itemNo2=13, cost=60
Link277: itemNo1=8, itemNo2=19, cost=54
Link278: itemNo1=8, itemNo2=21, cost=62
Link279: itemNo1=8, itemNo2=23, cost=59
Link280: itemNo1=8, itemNo2=31, cost=46
Link281: itemNo1=8, itemNo2=37, cost=37
Link282: itemNo1=8, itemNo2=39, cost=80
Link283: itemNo1=8, itemNo2=42, cost=1
Link284: itemNo1=8, itemNo2=46, cost=97
Link285: itemNo1=8, itemNo2=50, cost=1
Link286: itemNo1=8, itemNo2=51, cost=83
Link287: itemNo1=8, itemNo2=54, cost=17
Link288: itemNo1=8, itemNo2=62, cost=11
Link289: itemNo1=8, itemNo2=66, cost=68
Link290: itemNo1=8, itemNo2=68, cost=71
Link291: itemNo1=8, itemNo2=77, cost=96
Link292: itemNo1=8, itemNo2=78, cost=34
Link293: itemNo1=8, itemNo2=82, cost=10
Link294: itemNo1=8, itemNo2=83, cost=50
Link295: itemNo1=8, itemNo2=92, cost=9
Link296: itemNo1=8, itemNo2=114, cost=96
Link297: itemNo1=8, itemNo2=129, cost=53
Link298: itemNo1=8, itemNo2=131, cost=33
Link299: itemNo1=8, itemNo2=132, cost=55
Link300: itemNo1=8, itemNo2=133, cost=2
Link301: itemNo1=8, itemNo2=134, cost=44
Link302: itemNo1=8, itemNo2=138, cost=71
Link303: itemNo1=8, itemNo2=141, cost=60
Link304: itemNo1=8, itemNo2=142, cost=66
Link305: itemNo1=8, itemNo2=143, cost=27
Link306: itemNo1=8, itemNo2=146, cost=2
Link307: itemNo1=8, itemNo2=150, cost=81
Link308: itemNo1=8, itemNo2=153, cost=88
Link309: itemNo1=8, itemNo2=154, cost=20
Link310: itemNo1=8, itemNo2=161, cost=20
Link311: itemNo1=8, itemNo2=165, cost=97
Link312: itemNo1=8, itemNo2=166, cost=1
Link313: itemNo1=8, itemNo2=168, cost=55
Link314: itemNo1=8, itemNo2=170, cost=16
Link315: itemNo1=8, itemNo2=186, cost=85
Link316: itemNo1=8, itemNo2=193, cost=8
Link317: itemNo1=8, itemNo2=194, cost=22
Link318: itemNo1=8, itemNo2=198, cost=69
Link319: itemNo1=9, itemNo2=8, cost=48
Link320: itemNo1=9, itemNo2=16, cost=41
Link321: itemNo1=9, itemNo2=18, cost=83
Link322: itemNo1=9, itemNo2=26, cost=69
Link323: itemNo1=9, itemNo2=30, cost=64
Link324: itemNo1=9, itemNo2=36, cost=33
Link325: itemNo1=9, itemNo2=46, cost=58
Link326: itemNo1=9, itemNo2=47, cost=87
Link327: itemNo1=9, itemNo2=53, cost=7
Link328: itemNo1=9, itemNo2=56, cost=92
Link329: itemNo1=9, itemNo2=63, cost=85
Link330: itemNo1=9, itemNo2=64, cost=44
Link331: itemNo1=9, itemNo2=67, cost=76
Link332: itemNo1=9, itemNo2=79, cost=12
Link333: itemNo1=9, itemNo2=80, cost=66
Link334: itemNo1=9, itemNo2=83, cost=83
Link335: itemNo1=9, itemNo2=91, cost=83
Link336: itemNo1=9, itemNo2=92, cost=98
Link337: itemNo1=9, itemNo2=93, cost=68
Link338: itemNo1=9, itemNo2=107, cost=86
Link339: itemNo1=9, itemNo2=109, cost=81
Link340: itemNo1=9, itemNo2=136, cost=13
Link341: itemNo1=9, itemNo2=138, cost=53
Link342: itemNo1=9, itemNo2=140, cost=97
Link343: itemNo1=9, itemNo2=141, cost=71
Link344: itemNo1=9, itemNo2=144, cost=22
Link345: itemNo1=9, itemNo2=145, cost=49
Link346: itemNo1=9, itemNo2=149, cost=32
Link347: itemNo1=9, itemNo2=152, cost=60
Link348: itemNo1=9, itemNo2=154, cost=50
Link349: itemNo1=9, itemNo2=163, cost=98
Link350: itemNo1=9, itemNo2=174, cost=68
Link351: itemNo1=9, itemNo2=177, cost=29
Link352: itemNo1=9, itemNo2=184, cost=53
Link353: itemNo1=9, itemNo2=193, cost=69
Link354: itemNo1=9, itemNo2=195, cost=79
Link355: itemNo1=9, itemNo2=198, cost=22
Link356: itemNo1=10, itemNo2=2, cost=21
Link357: itemNo1=10, itemNo2=4, cost=49
Link358: itemNo1=10, itemNo2=9, cost=43
Link359: itemNo1=10, itemNo2=13, cost=38
Link360: itemNo1=10, itemNo2=15, cost=26
Link361: itemNo1=10, itemNo2=17, cost=38
Link362: itemNo1=10, itemNo2=18, cost=2
Link363: itemNo1=10, itemNo2=22, cost=73
Link364: itemNo1=10, itemNo2=25, cost=42
Link365: itemNo1=10, itemNo2=26, cost=7
Link366: itemNo1=10, itemNo2=32, cost=95
Link367: itemNo1=10, itemNo2=41, cost=39
Link368: itemNo1=10, itemNo2=48, cost=70
Link369: itemNo1=10, itemNo2=49, cost=48
Link370: itemNo1=10, itemNo2=52, cost=1
Link371: itemNo1=10, itemNo2=62, cost=3
Link372: itemNo1=10, itemNo2=66, cost=65
Link373: itemNo1=10, itemNo2=69, cost=1
Link374: itemNo1=10, itemNo2=74, cost=81
Link375: itemNo1=10, itemNo2=75, cost=3
Link376: itemNo1=10, itemNo2=87, cost=49
Link377: itemNo1=10, itemNo2=88, cost=73
Link378: itemNo1=10, itemNo2=89, cost=34
Link379: itemNo1=10, itemNo2=94, cost=21
Link380: itemNo1=10, itemNo2=96, cost=69
Link381: itemNo1=10, itemNo2=102, cost=74
Link382: itemNo1=10, itemNo2=114, cost=49
Link383: itemNo1=10, itemNo2=116, cost=33
Link384: itemNo1=10, itemNo2=138, cost=19
Link385: itemNo1=10, itemNo2=139, cost=28
Link386: itemNo1=10, itemNo2=141, cost=19
Link387: itemNo1=10, itemNo2=146, cost=10
Link388: itemNo1=10, itemNo2=151, cost=68
Link389: itemNo1=10, itemNo2=154, cost=45
Link390: itemNo1=10, itemNo2=159, cost=99
Link391: itemNo1=10, itemNo2=161, cost=62
Link392: itemNo1=10, itemNo2=163, cost=95
Link393: itemNo1=10, itemNo2=164, cost=78
Link394: itemNo1=10, itemNo2=173, cost=39
Link395: itemNo1=10, itemNo2=176, cost=50
Link396: itemNo1=10, itemNo2=177, cost=54
Link397: itemNo1=10, itemNo2=179, cost=73
Link398: itemNo1=10, itemNo2=196, cost=8
Link399: itemNo1=10, itemNo2=198, cost=57
Link400: itemNo1=11, itemNo2=10, cost=68
Link401: itemNo1=11, itemNo2=18, cost=58
Link402: itemNo1=11, itemNo2=25, cost=80
Link403: itemNo1=11, itemNo2=28, cost=37
Link404: itemNo1=11, itemNo2=30, cost=62
Link405: itemNo1=11, itemNo2=31, cost=17
Link406: itemNo1=11, itemNo2=38, cost=48
Link407: itemNo1=11, itemNo2=40, cost=52
Link408: itemNo1=11, itemNo2=47, cost=94
Link409: itemNo1=11, itemNo2=49, cost=8
Link410: itemNo1=11, itemNo2=51, cost=42
Link411: itemNo1=11, itemNo2=56, cost=92
Link412: itemNo1=11, itemNo2=59, cost=84
Link413: itemNo1=11, itemNo2=61, cost=51
Link414: itemNo1=11, itemNo2=63, cost=46
Link415: itemNo1=11, itemNo2=65, cost=60
Link416: itemNo1=11, itemNo2=66, cost=71
Link417: itemNo1=11, itemNo2=71, cost=79
Link418: itemNo1=11, itemNo2=83, cost=59
Link419: itemNo1=11, itemNo2=84, cost=55
Link420: itemNo1=11, itemNo2=90, cost=74
Link421: itemNo1=11, itemNo2=91, cost=19
Link422: itemNo1=11, itemNo2=92, cost=74
Link423: itemNo1=11, itemNo2=96, cost=11
Link424: itemNo1=11, itemNo2=97, cost=16
Link425: itemNo1=11, itemNo2=99, cost=84
Link426: itemNo1=11, itemNo2=104, cost=77
Link427: itemNo1=11, itemNo2=106, cost=66
Link428: itemNo1=11, itemNo2=121, cost=38
Link429: itemNo1=11, itemNo2=126, cost=25
Link430: itemNo1=11, itemNo2=133, cost=8
Link431: itemNo1=11, itemNo2=136, cost=35
Link432: itemNo1=11, itemNo2=139, cost=52
Link433: itemNo1=11, itemNo2=142, cost=81
Link434: itemNo1=11, itemNo2=143, cost=40
Link435: itemNo1=11, itemNo2=146, cost=81
Link436: itemNo1=11, itemNo2=194, cost=31
Link437: itemNo1=11, itemNo2=196, cost=49
Link438: itemNo1=11, itemNo2=197, cost=92
Link439: itemNo1=12, itemNo2=3, cost=1
Link440: itemNo1=12, itemNo2=6, cost=86
Link441: itemNo1=12, itemNo2=27, cost=42
Link442: itemNo1=12, itemNo2=28, cost=61
Link443: itemNo1=12, itemNo2=33, cost=26
Link444: itemNo1=12, itemNo2=34, cost=85
Link445: itemNo1=12, itemNo2=40, cost=71
Link446: itemNo1=12, itemNo2=43, cost=71
Link447: itemNo1=12, itemNo2=50, cost=46
Link448: itemNo1=12, itemNo2=69, cost=30
Link449: itemNo1=12, itemNo2=71, cost=62
Link450: itemNo1=12, itemNo2=72, cost=26
Link451: itemNo1=12, itemNo2=75, cost=68
Link452: itemNo1=12, itemNo2=76, cost=50
Link453: itemNo1=12, itemNo2=77, cost=37
Link454: itemNo1=12, itemNo2=86, cost=87
Link455: itemNo1=12, itemNo2=89, cost=76
Link456: itemNo1=12, itemNo2=94, cost=42
Link457: itemNo1=12, itemNo2=95, cost=63
Link458: itemNo1=12, itemNo2=96, cost=17
Link459: itemNo1=12, itemNo2=98, cost=74
Link460: itemNo1=12, itemNo2=100, cost=35
Link461: itemNo1=12, itemNo2=101, cost=64
Link462: itemNo1=12, itemNo2=104, cost=56
Link463: itemNo1=12, itemNo2=105, cost=90
Link464: itemNo1=12, itemNo2=110, cost=4
Link465: itemNo1=12, itemNo2=115, cost=77
Link466: itemNo1=12, itemNo2=119, cost=4
Link467: itemNo1=12, itemNo2=128, cost=41
Link468: itemNo1=12, itemNo2=142, cost=26
Link469: itemNo1=12, itemNo2=153, cost=74
Link470: itemNo1=12, itemNo2=155, cost=51
Link471: itemNo1=12, itemNo2=157, cost=44
Link472: itemNo1=12, itemNo2=163, cost=92
Link473: itemNo1=12, itemNo2=170, cost=39
Link474: itemNo1=12, itemNo2=177, cost=6
Link475: itemNo1=12, itemNo2=178, cost=29
Link476: itemNo1=12, itemNo2=192, cost=24
Link477: itemNo1=12, itemNo2=193, cost=11
Link478: itemNo1=13, itemNo2=5, cost=30
Link479: itemNo1=13, itemNo2=16, cost=24
Link480: itemNo1=13, itemNo2=17, cost=81
Link481: itemNo1=13, itemNo2=22, cost=28
Link482: itemNo1=13, itemNo2=23, cost=85
Link483: itemNo1=13, itemNo2=28, cost=45
Link484: itemNo1=13, itemNo2=30, cost=61
Link485: itemNo1=13, itemNo2=54, cost=45
Link486: itemNo1=13, itemNo2=63, cost=31
Link487: itemNo1=13, itemNo2=76, cost=39
Link488: itemNo1=13, itemNo2=88, cost=84
Link489: itemNo1=13, itemNo2=93, cost=91
Link490: itemNo1=13, itemNo2=102, cost=20
Link491: itemNo1=13, itemNo2=107, cost=51
Link492: itemNo1=13, itemNo2=113, cost=1
Link493: itemNo1=13, itemNo2=114, cost=44
Link494: itemNo1=13, itemNo2=115, cost=21
Link495: itemNo1=13, itemNo2=121, cost=28
Link496: itemNo1=13, itemNo2=124, cost=43
Link497: itemNo1=13, itemNo2=132, cost=59
Link498: itemNo1=13, itemNo2=134, cost=93
Link499: itemNo1=13, itemNo2=135, cost=20
Link500: itemNo1=13, itemNo2=137, cost=83
Link501: itemNo1=13, itemNo2=144, cost=95
Link502: itemNo1=13, itemNo2=155, cost=24
Link503: itemNo1=13, itemNo2=157, cost=70
Link504: itemNo1=13, itemNo2=165, cost=78
Link505: itemNo1=13, itemNo2=166, cost=14
Link506: itemNo1=13, itemNo2=177, cost=74
Link507: itemNo1=13, itemNo2=185, cost=31
Link508: itemNo1=13, itemNo2=192, cost=24
Link509: itemNo1=13, itemNo2=196, cost=79
Link510: itemNo1=13, itemNo2=199, cost=13
Link511: itemNo1=14, itemNo2=1, cost=80
Link512: itemNo1=14, itemNo2=4, cost=9
Link513: itemNo1=14, itemNo2=6, cost=44
Link514: itemNo1=14, itemNo2=8, cost=22
Link515: itemNo1=14, itemNo2=10, cost=38
Link516: itemNo1=14, itemNo2=15, cost=69
Link517: itemNo1=14, itemNo2=16, cost=63
Link518: itemNo1=14, itemNo2=19, cost=83
Link519: itemNo1=14, itemNo2=20, cost=79
Link520: itemNo1=14, itemNo2=27, cost=11
Link521: itemNo1=14, itemNo2=36, cost=82
Link522: itemNo1=14, itemNo2=49, cost=93
Link523: itemNo1=14, itemNo2=52, cost=26
Link524: itemNo1=14, itemNo2=67, cost=57
Link525: itemNo1=14, itemNo2=71, cost=99
Link526: itemNo1=14, itemNo2=82, cost=48
Link527: itemNo1=14, itemNo2=87, cost=21
Link528: itemNo1=14, itemNo2=107, cost=67
Link529: itemNo1=14, itemNo2=109, cost=67
Link530: itemNo1=14, itemNo2=113, cost=64
Link531: itemNo1=14, itemNo2=114, cost=46
Link532: itemNo1=14, itemNo2=121, cost=86
Link533: itemNo1=14, itemNo2=129, cost=25
Link534: itemNo1=14, itemNo2=136, cost=29
Link535: itemNo1=14, itemNo2=144, cost=96
Link536: itemNo1=14, itemNo2=145, cost=36
Link537: itemNo1=14, itemNo2=147, cost=2
Link538: itemNo1=14, itemNo2=154, cost=21
Link539: itemNo1=14, itemNo2=157, cost=67
Link540: itemNo1=14, itemNo2=158, cost=23
Link541: itemNo1=14, itemNo2=160, cost=72
Link542: itemNo1=14, itemNo2=166, cost=34
Link543: itemNo1=14, itemNo2=174, cost=84
Link544: itemNo1=14, itemNo2=177, cost=29
Link545: itemNo1=14, itemNo2=179, cost=89
Link546: itemNo1=14, itemNo2=181, cost=28
Link547: itemNo1=14, itemNo2=185, cost=75
Link548: itemNo1=14, itemNo2=196, cost=81
Link549: itemNo1=14, itemNo2=199, cost=24
Link550: itemNo1=15, itemNo2=4, cost=34
Link551: itemNo1=15, itemNo2=7, cost=15
Link552: itemNo1=15, itemNo2=12, cost=17
Link553: itemNo1=15, itemNo2=19, cost=40
Link554: itemNo1=15, itemNo2=20, cost=46
Link555: itemNo1=15, itemNo2=22, cost=33
Link556: itemNo1=15, itemNo2=26, cost=63
Link557: itemNo1=15, itemNo2=32, cost=32
Link558: itemNo1=15, itemNo2=38, cost=62
Link559: itemNo1=15, itemNo2=50, cost=5
Link560: itemNo1=15, itemNo2=53, cost=75
Link561: itemNo1=15, itemNo2=72, cost=84
Link562: itemNo1=15, itemNo2=74, cost=92
Link563: itemNo1=15, itemNo2=78, cost=64
Link564: itemNo1=15, itemNo2=79, cost=79
Link565: itemNo1=15, itemNo2=80, cost=78
Link566: itemNo1=15, itemNo2=82, cost=53
Link567: itemNo1=15, itemNo2=88, cost=75
Link568: itemNo1=15, itemNo2=94, cost=6
Link569: itemNo1=15, itemNo2=97, cost=21
Link570: itemNo1=15, itemNo2=99, cost=80
Link571: itemNo1=15, itemNo2=105, cost=74
Link572: itemNo1=15, itemNo2=109, cost=89
Link573: itemNo1=15, itemNo2=110, cost=69
Link574: itemNo1=15, itemNo2=117, cost=2
Link575: itemNo1=15, itemNo2=128, cost=37
Link576: itemNo1=15, itemNo2=130, cost=34
Link577: itemNo1=15, itemNo2=134, cost=47
Link578: itemNo1=15, itemNo2=151, cost=67
Link579: itemNo1=15, itemNo2=156, cost=35
Link580: itemNo1=15, itemNo2=159, cost=10
Link581: itemNo1=15, itemNo2=160, cost=4
Link582: itemNo1=15, itemNo2=169, cost=56
Link583: itemNo1=15, itemNo2=173, cost=46
Link584: itemNo1=15, itemNo2=180, cost=76
Link585: itemNo1=15, itemNo2=189, cost=44
Link586: itemNo1=15, itemNo2=195, cost=52
Link587: itemNo1=15, itemNo2=198, cost=3
Link588: itemNo1=15, itemNo2=200, cost=1
Link589: itemNo1=16, itemNo2=1, cost=75
Link590: itemNo1=16, itemNo2=3, cost=84
Link591: itemNo1=16, itemNo2=4, cost=63
Link592: itemNo1=16, itemNo2=19, cost=69
Link593: itemNo1=16, itemNo2=21, cost=35
Link594: itemNo1=16, itemNo2=24, cost=71
Link595: itemNo1=16, itemNo2=26, cost=97
Link596: itemNo1=16, itemNo2=27, cost=31
Link597: itemNo1=16, itemNo2=33, cost=55
Link598: itemNo1=16, itemNo2=49, cost=42
Link599: itemNo1=16, itemNo2=52, cost=82
Link600: itemNo1=16, itemNo2=53, cost=50
Link601: itemNo1=16, itemNo2=54, cost=76
Link602: itemNo1=16, itemNo2=63, cost=58
Link603: itemNo1=16, itemNo2=68, cost=41
Link604: itemNo1=16, itemNo2=73, cost=84
Link605: itemNo1=16, itemNo2=74, cost=22
Link606: itemNo1=16, itemNo2=76, cost=46
Link607: itemNo1=16, itemNo2=92, cost=36
Link608: itemNo1=16, itemNo2=93, cost=8
Link609: itemNo1=16, itemNo2=98, cost=22
Link610: itemNo1=16, itemNo2=101, cost=23
Link611: itemNo1=16, itemNo2=102, cost=27
Link612: itemNo1=16, itemNo2=105, cost=91
Link613: itemNo1=16, itemNo2=109, cost=13
Link614: itemNo1=16, itemNo2=110, cost=65
Link615: itemNo1=16, itemNo2=122, cost=59
Link616: itemNo1=16, itemNo2=124, cost=73
Link617: itemNo1=16, itemNo2=127, cost=2
Link618: itemNo1=16, itemNo2=132, cost=30
Link619: itemNo1=16, itemNo2=135, cost=77
Link620: itemNo1=16, itemNo2=146, cost=39
Link621: itemNo1=16, itemNo2=149, cost=88
Link622: itemNo1=16, itemNo2=162, cost=11
Link623: itemNo1=16, itemNo2=163, cost=67
Link624: itemNo1=16, itemNo2=164, cost=38
Link625: itemNo1=16, itemNo2=166, cost=77
Link626: itemNo1=16, itemNo2=171, cost=2
Link627: itemNo1=16, itemNo2=173, cost=93
Link628: itemNo1=16, itemNo2=174, cost=72
Link629: itemNo1=16, itemNo2=179, cost=95
Link630: itemNo1=16, itemNo2=181, cost=4
Link631: itemNo1=16, itemNo2=194, cost=69
Link632: itemNo1=16, itemNo2=197, cost=89
Link633: itemNo1=16, itemNo2=200, cost=31
Link634: itemNo1=17, itemNo2=3, cost=35
Link635: itemNo1=17, itemNo2=5, cost=73
Link636: itemNo1=17, itemNo2=6, cost=26
Link637: itemNo1=17, itemNo2=15, cost=83
Link638: itemNo1=17, itemNo2=16, cost=52
Link639: itemNo1=17, itemNo2=24, cost=65
Link640: itemNo1=17, itemNo2=26, cost=11
Link641: itemNo1=17, itemNo2=32, cost=7
Link642: itemNo1=17, itemNo2=33, cost=81
Link643: itemNo1=17, itemNo2=37, cost=66
Link644: itemNo1=17, itemNo2=40, cost=79
Link645: itemNo1=17, itemNo2=41, cost=4
Link646: itemNo1=17, itemNo2=43, cost=87
Link647: itemNo1=17, itemNo2=44, cost=17
Link648: itemNo1=17, itemNo2=49, cost=70
Link649: itemNo1=17, itemNo2=63, cost=61
Link650: itemNo1=17, itemNo2=65, cost=66
Link651: itemNo1=17, itemNo2=71, cost=22
Link652: itemNo1=17, itemNo2=75, cost=27
Link653: itemNo1=17, itemNo2=76, cost=49
Link654: itemNo1=17, itemNo2=79, cost=79
Link655: itemNo1=17, itemNo2=80, cost=47
Link656: itemNo1=17, itemNo2=87, cost=94
Link657: itemNo1=17, itemNo2=88, cost=58
Link658: itemNo1=17, itemNo2=89, cost=97
Link659: itemNo1=17, itemNo2=98, cost=52
Link660: itemNo1=17, itemNo2=104, cost=5
Link661: itemNo1=17, itemNo2=119, cost=30
Link662: itemNo1=17, itemNo2=121, cost=78
Link663: itemNo1=17, itemNo2=125, cost=5
Link664: itemNo1=17, itemNo2=126, cost=31
Link665: itemNo1=17, itemNo2=133, cost=60
Link666: itemNo1=17, itemNo2=135, cost=60
Link667: itemNo1=17, itemNo2=138, cost=47
Link668: itemNo1=17, itemNo2=141, cost=97
Link669: itemNo1=17, itemNo2=147, cost=11
Link670: itemNo1=17, itemNo2=151, cost=47
Link671: itemNo1=17, itemNo2=155, cost=34
Link672: itemNo1=17, itemNo2=159, cost=33
Link673: itemNo1=17, itemNo2=160, cost=40
Link674: itemNo1=17, itemNo2=162, cost=61
Link675: itemNo1=17, itemNo2=171, cost=50
Link676: itemNo1=17, itemNo2=174, cost=82
Link677: itemNo1=17, itemNo2=175, cost=14
Link678: itemNo1=17, itemNo2=179, cost=57
Link679: itemNo1=17, itemNo2=181, cost=40
Link680: itemNo1=17, itemNo2=184, cost=50
Link681: itemNo1=17, itemNo2=191, cost=67
Link682: itemNo1=17, itemNo2=195, cost=99
Link683: itemNo1=18, itemNo2=3, cost=43
Link684: itemNo1=18, itemNo2=10, cost=3
Link685: itemNo1=18, itemNo2=11, cost=12
Link686: itemNo1=18, itemNo2=13, cost=68
Link687: itemNo1=18, itemNo2=24, cost=21
Link688: itemNo1=18, itemNo2=25, cost=64
Link689: itemNo1=18, itemNo2=27, cost=35
Link690: itemNo1=18, itemNo2=36, cost=3
Link691: itemNo1=18, itemNo2=44, cost=30
Link692: itemNo1=18, itemNo2=53, cost=39
Link693: itemNo1=18, itemNo2=73, cost=35
Link694: itemNo1=18, itemNo2=81, cost=29
Link695: itemNo1=18, itemNo2=92, cost=40
Link696: itemNo1=18, itemNo2=99, cost=28
Link697: itemNo1=18, itemNo2=111, cost=93
Link698: itemNo1=18, itemNo2=119, cost=58
Link699: itemNo1=18, itemNo2=123, cost=64
Link700: itemNo1=18, itemNo2=124, cost=37
Link701: itemNo1=18, itemNo2=129, cost=50
Link702: itemNo1=18, itemNo2=130, cost=33
Link703: itemNo1=18, itemNo2=132, cost=49
Link704: itemNo1=18, itemNo2=142, cost=7
Link705: itemNo1=18, itemNo2=149, cost=16
Link706: itemNo1=18, itemNo2=151, cost=41
Link707: itemNo1=18, itemNo2=155, cost=59
Link708: itemNo1=18, itemNo2=157, cost=86
Link709: itemNo1=18, itemNo2=166, cost=75
Link710: itemNo1=18, itemNo2=168, cost=70
Link711: itemNo1=18, itemNo2=176, cost=88
Link712: itemNo1=18, itemNo2=183, cost=18
Link713: itemNo1=18, itemNo2=189, cost=88
Link714: itemNo1=18, itemNo2=191, cost=56
Link715: itemNo1=19, itemNo2=2, cost=13
Link716: itemNo1=19, itemNo2=3, cost=5
Link717: itemNo1=19, itemNo2=11, cost=3
Link718: itemNo1=19, itemNo2=13, cost=4
Link719: itemNo1=19, itemNo2=14, cost=54
Link720: itemNo1=19, itemNo2=15, cost=99
Link721: itemNo1=19, itemNo2=16, cost=58
Link722: itemNo1=19, itemNo2=20, cost=88
Link723: itemNo1=19, itemNo2=23, cost=72
